Drug,Disease,Phases,Status,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClusteringCoefficient,RandomWalkCentrality
tiotropium bromide,lung diseases,PHASE3,TERMINATED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
sugammadex,joint diseases,PHASE3,COMPLETED,0.16303099885189437,0.03604937185426978,0.0007748025203258524,0.6588752372390371,0.0013431389789605533
neostigmine,joint diseases,PHASE3,COMPLETED,0.10103329506314582,0.017322789200447254,0.0003035662993624599,0.6293103448275862,0.0007804324932649718
sugammadex,joint diseases,PHASE3,COMPLETED,0.16303099885189437,0.03604937185426978,0.0007748025203258524,0.6588752372390371,0.0013431389789605533
neostigmine,joint diseases,PHASE3,COMPLETED,0.10103329506314582,0.017322789200447254,0.0003035662993624599,0.6293103448275862,0.0007804324932649718
albuterol,lung diseases,PHASE4,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
salmeterol xinafoate,asthma,PHASE3,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
salmeterol xinafoate,asthma,PHASE3,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
beclomethasone,respiratory tract diseases,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
prebiotics,respiratory tract diseases,PHASE3,COMPLETED,0.18140068886337543,0.04163813187319573,0.0006383626322097438,0.6562122067241797,0.0012035741885086484
beclomethasone,respiratory sounds,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
prebiotics,respiratory sounds,PHASE3,COMPLETED,0.18140068886337543,0.04163813187319573,0.0006383626322097438,0.6562122067241797,0.0012035741885086484
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
azithromycin,asthma,PHASE4,COMPLETED,0.25143513203214696,0.046426757422523855,0.0034314660230295845,0.46617234301034727,0.002144121053902944
triamcinolone acetonide,patella fracture,PHASE4,RECRUITING,0.10332950631458095,0.02330338562019407,0.0004119573234362984,0.7310861423220973,0.0007969374529411947
epinephrine,st elevation myocardial infarction,PHASE3,RECRUITING,0.15614236509758897,0.025123729933887826,0.0031559107164687806,0.37113289760348583,0.001836167199325375
epinephrine,no-reflow phenomenon,PHASE3,RECRUITING,0.15614236509758897,0.025123729933887826,0.0031559107164687806,0.37113289760348583,0.001836167199325375
ropivacaine,joint diseases,PHASE4,TERMINATED,0.06659012629161883,0.014142524103572625,6.685048480693543e-05,0.7332123411978222,0.0007178087243498358
ketorolac,joint diseases,PHASE4,TERMINATED,0.06659012629161883,0.014142524103572625,6.685048480693543e-05,0.7332123411978222,0.0007053234802610147
epinephrine,joint diseases,PHASE4,TERMINATED,0.15614236509758897,0.025123729933887826,0.0031559107164687806,0.37113289760348583,0.001836167199325375
adrenal cortex hormones,asthma,PHASE2,COMPLETED,0.16991963260619977,0.03108275668030334,0.001424071667700091,0.4886927744070601,0.0013845773534751577
prednisolone,asthma,PHASE2,COMPLETED,0.4087256027554535,0.06941810021551474,0.02500047177590638,0.3074537110302263,0.004141797334678536
albuterol,asthma,PHASE3,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
prednisolone,asthma,PHASE4,COMPLETED,0.4087256027554535,0.06941810021551474,0.02500047177590638,0.3074537110302263,0.004141797334678536
prednisone,asthma,PHASE4,COMPLETED,0.42824339839265213,0.07730115157385481,0.012054962303906427,0.32823085127850327,0.0048648403253791096
methylprednisolone,asthma,PHASE4,COMPLETED,0.2571756601607348,0.04357735476628494,0.0054061841866919,0.35614189622037157,0.0023885127161139977
albuterol,asthma,PHASE4,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
ipratropium,asthma,PHASE4,COMPLETED,0.0677382319173364,0.01273286506082516,3.315714266318162e-05,0.8626534190531853,0.0008014180199682097
ipratropium,asthma,PHASE4,COMPLETED,0.0677382319173364,0.01273286506082516,3.315714266318162e-05,0.8626534190531853,0.0008014180199682097
budesonide,asthma,PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
tiotropium bromide,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
salmeterol xinafoate,lung diseases,PHASE3,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
levalbuterol,asthma,PHASE3,COMPLETED,0.1423650975889782,0.029042755056624913,0.0010618186311107313,0.5844479412536061,0.0011719053234856415
salmine,st elevation myocardial infarction,PHASE3,ACTIVE_NOT_RECRUITING,0.4293915040183697,0.08411027591690404,0.01206263856831215,0.3461455749738355,0.0042825138750898556
fluticasone,lung diseases,PHASE4,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
salmeterol xinafoate,lung diseases,PHASE4,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
albuterol,asthma,PHASE2,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
albuterol,asthma,PHASE2,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
cilostazol,peripheral vascular diseases,PHASE4,COMPLETED,0.33524684270952926,0.0703876939364041,0.0034843030749769103,0.42425740243845034,0.003069438177601827
cilostazol,intermittent claudication,PHASE4,COMPLETED,0.33524684270952926,0.0703876939364041,0.0034843030749769103,0.42425740243845034,0.003069438177601827
cilostazol,peripheral arterial disease,PHASE4,COMPLETED,0.33524684270952926,0.0703876939364041,0.0034843030749769103,0.42425740243845034,0.003069438177601827
aminophylline,synesthesia,PHASE4,COMPLETED,0.03214695752009185,0.005504246790499235,0.0,1.0,0.00036609244440795764
fluticasone,lung diseases,PHASE3,WITHDRAWN,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
methylprednisolone,sinusitis,PHASE2; PHASE3,COMPLETED,0.2571756601607348,0.04357735476628494,0.0054061841866919,0.35614189622037157,0.0023885127161139977
budesonide,sinusitis,PHASE2; PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
budesonide,sinusitis,PHASE2; PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
fluticasone,asthma,PHASE2,WITHDRAWN,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
nitric oxide,dyspnea,PHASE1; PHASE2,COMPLETED,0.06659012629161883,0.011491222420266164,0.001037434292554295,0.4101633393829401,0.0007499876226600004
tiotropium bromide,"pulmonary disease, chronic obstructive",PHASE4,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
formoterol fumarate,"pulmonary disease, chronic obstructive",PHASE4,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
tiotropium bromide,"pulmonary disease, chronic obstructive",PHASE4,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
formoterol fumarate,"pulmonary disease, chronic obstructive",PHASE4,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
tiotropium bromide,"pulmonary disease, chronic obstructive",PHASE4,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
sodium bicarbonate,varicose veins,PHASE4,COMPLETED,0.04247990815154994,0.008978381211092736,0.0022434247858849,0.9459459459459459,0.000566283237125355
sodium tetradecyl sulfate,varicose veins,PHASE4,COMPLETED,0.001148105625717566,4.85373990772657e-05,0.0,0.0,0.00018809978770295343
acetylcysteine,coronary artery disease,PHASE3,ACTIVE_NOT_RECRUITING,0.3019517795637199,0.05789783771955583,0.006032890991658784,0.3868748730154123,0.0025354489797734204
salmine,coronary artery disease,PHASE3,ACTIVE_NOT_RECRUITING,0.4293915040183697,0.08411027591690404,0.01206263856831215,0.3461455749738355,0.0042825138750898556
fluticasone-salmeterol drug combination,asthma,PHASE2,COMPLETED,0.06544202066590127,0.01209441165447633,2.579402175153033e-05,0.8884711779448622,0.0006813449793358305
albuterol,asthma,PHASE2,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
ipratropium,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.01273286506082516,3.315714266318162e-05,0.8626534190531853,0.0008014180199682097
ipratropium,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.01273286506082516,3.315714266318162e-05,0.8626534190531853,0.0008014180199682097
ipratropium,"pulmonary disease, chronic obstructive",PHASE3,COMPLETED,0.0677382319173364,0.01273286506082516,3.315714266318162e-05,0.8626534190531853,0.0008014180199682097
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
budesonide,asthma,PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
formoterol fumarate,asthma,PHASE3,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
fluorodeoxyglucose f18,asthma,PHASE4,TERMINATED,0.1756601607347876,0.040806657322478415,0.0009536701626194629,0.683780529755762,0.0012324462981372522
prednisone,asthma,PHASE3,COMPLETED,0.42824339839265213,0.07730115157385481,0.012054962303906427,0.32823085127850327,0.0048648403253791096
lactose,asthma,PHASE3,COMPLETED,0.0574052812858783,0.010718464586631182,0.0,1.0,0.0005172919476448571
prednisone,asthma,PHASE3,COMPLETED,0.42824339839265213,0.07730115157385481,0.012054962303906427,0.32823085127850327,0.0048648403253791096
cholecalciferol,asthma,PHASE3,COMPLETED,0.3409873708381171,0.06657141593856516,0.005330340353247292,0.4016516516516517,0.002961341660870442
lactose,asthma,PHASE3,COMPLETED,0.0574052812858783,0.010718464586631182,0.0,1.0,0.0005172919476448571
lactose,asthma,PHASE3,COMPLETED,0.0574052812858783,0.010718464586631182,0.0,1.0,0.0005172919476448571
lactose,asthma,PHASE3,COMPLETED,0.0574052812858783,0.010718464586631182,0.0,1.0,0.0005172919476448571
fluticasone,"rhinitis, allergic, seasonal",PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
fluticasone,"rhinitis, allergic, seasonal",PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
fluticasone,"rhinitis, allergic",PHASE2,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
lidocaine,breast neoplasms,PHASE2,COMPLETED,0.3019517795637199,0.06020094271248093,0.003158452551019189,0.43682698168519435,0.002316502493005218
sevoflurane,breast neoplasms,PHASE2,COMPLETED,0.17106773823191734,0.03054010928185569,0.0012156953677000617,0.49310720116089246,0.0015023645713376844
acetaminophen,breast neoplasms,PHASE2,COMPLETED,0.5591274397244547,0.09759625556678216,0.026425829931789744,0.27283021100041405,0.005452273174930741
tramadol,breast neoplasms,PHASE2,COMPLETED,0.12055109070034443,0.02266612845937619,0.000635429109913607,0.5580586080586081,0.000932439296072127
neostigmine,breast neoplasms,PHASE2,COMPLETED,0.10103329506314582,0.017322789200447254,0.0003035662993624599,0.6293103448275862,0.0007804324932649718
atropine,breast neoplasms,PHASE2,COMPLETED,0.1182548794489093,0.01982803916455298,0.0011986288458670418,0.5225585379782981,0.0011525538481828982
fluticasone,asthma,PHASE2,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
nadolol,asthma,PHASE1; PHASE2,COMPLETED,0.07692307692307693,0.013966253044313827,0.0007513209908307041,0.6793306196291271,0.0007595078939344244
fluticasone,asthma,PHASE2,TERMINATED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
loratadine,"rhinitis, allergic, seasonal",PHASE3,COMPLETED,0.012629161882893227,0.0008958944307513156,6.446854175107776e-05,0.6,0.0004587491354163812
phenytoin,asthma,PHASE4,COMPLETED,0.2835820895522388,0.048419999524184854,0.005628360503152218,0.3938975017280537,0.0027358333965110345
omalizumab,peanut hypersensitivity,PHASE3,ACTIVE_NOT_RECRUITING,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
glycopyrrolate,"pulmonary disease, chronic obstructive",PHASE3,COMPLETED,0.1584385763490241,0.029483188757977532,0.0012242893799687513,0.46683592510314187,0.0013272957241711172
fluticasone,lung diseases,PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
fenoterol,asthma,PHASE3,COMPLETED,0.06199770378874857,0.011546362146719972,1.535654772733746e-05,0.9238294898672257,0.0006206940352423318
fluticasone,eosinophilic esophagitis,PHASE2; PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
fluticasone,bronchiolitis,PHASE2,TERMINATED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
budesonide,lung diseases,PHASE4,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
formoterol fumarate,lung diseases,PHASE4,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
albuterol,lung diseases,PHASE4,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
albuterol,lung diseases,PHASE4,COMPLETED,0.18025258323765786,0.039315888511845656,0.0013373954863172253,0.6179977135391148,0.0015568901051869156
formoterol fumarate,lung diseases,PHASE4,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
tiotropium bromide,lung diseases,PHASE4,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
omalizumab,asthma,PHASE4,COMPLETED,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
omalizumab,"rhinitis, allergic",PHASE4,COMPLETED,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
omalizumab,"dermatitis, atopic",PHASE4,COMPLETED,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
nitric oxide,chest pain,PHASE2,COMPLETED,0.06659012629161883,0.011491222420266164,0.001037434292554295,0.4101633393829401,0.0007499876226600004
nitroglycerin,chest pain,PHASE2,COMPLETED,0.13088404133180254,0.0300568519504704,0.00021225995942596835,0.800341561869275,0.000858390574476255
nitric oxide,"anemia, sickle cell",PHASE2,COMPLETED,0.06659012629161883,0.011491222420266164,0.001037434292554295,0.4101633393829401,0.0007499876226600004
nitroglycerin,"anemia, sickle cell",PHASE2,COMPLETED,0.13088404133180254,0.0300568519504704,0.00021225995942596835,0.800341561869275,0.000858390574476255
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
formoterol fumarate,asthma,PHASE2,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
formoterol fumarate,"pulmonary disease, chronic obstructive",PHASE2,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
bupivacaine,synesthesia,PHASE4,COMPLETED,0.11940298507462686,0.021952371653326554,0.0007485235593069119,0.46004480955937266,0.001332761705636967
morphine,synesthesia,PHASE4,COMPLETED,0.2985074626865672,0.056987177202483176,0.005479286882272077,0.4207900207900208,0.0027989442115200092
ringer's lactate,synesthesia,PHASE4,COMPLETED,0.04362801377726751,0.008030693780468931,2.220886658108478e-05,0.8150782361308677,0.00046125790807673335
ephedrine,synesthesia,PHASE4,COMPLETED,0.13088404133180254,0.027762817136321706,0.0008433686691955323,0.6329762459245459,0.001075061149245032
ephedrine,synesthesia,PHASE4,COMPLETED,0.13088404133180254,0.027762817136321706,0.0008433686691955323,0.6329762459245459,0.001075061149245032
atropine,synesthesia,PHASE4,COMPLETED,0.1182548794489093,0.01982803916455298,0.0011986288458670418,0.5225585379782981,0.0011525538481828982
bupivacaine,hypotension,PHASE4,COMPLETED,0.11940298507462686,0.021952371653326554,0.0007485235593069119,0.46004480955937266,0.001332761705636967
morphine,hypotension,PHASE4,COMPLETED,0.2985074626865672,0.056987177202483176,0.005479286882272077,0.4207900207900208,0.0027989442115200092
ringer's lactate,hypotension,PHASE4,COMPLETED,0.04362801377726751,0.008030693780468931,2.220886658108478e-05,0.8150782361308677,0.00046125790807673335
ephedrine,hypotension,PHASE4,COMPLETED,0.13088404133180254,0.027762817136321706,0.0008433686691955323,0.6329762459245459,0.001075061149245032
ephedrine,hypotension,PHASE4,COMPLETED,0.13088404133180254,0.027762817136321706,0.0008433686691955323,0.6329762459245459,0.001075061149245032
atropine,hypotension,PHASE4,COMPLETED,0.1182548794489093,0.01982803916455298,0.0011986288458670418,0.5225585379782981,0.0011525538481828982
glycopyrrolate,lung diseases,PHASE3,WITHDRAWN,0.1584385763490241,0.029483188757977532,0.0012242893799687513,0.46683592510314187,0.0013272957241711172
theophylline,"pulmonary disease, chronic obstructive",PHASE3,COMPLETED,0.06544202066590127,0.012094411654476334,2.579402175153033e-05,0.8884711779448622,0.0006813449793358304
naproxen,osteoarthritis,PHASE2; PHASE3,COMPLETED,0.2537313432835821,0.05525633460164895,0.0023185083072082796,0.5035376388317565,0.0020153224325789487
"fatty acids, omega-3",asthma,PHASE2,COMPLETED,0.25602755453501724,0.055243698307696376,0.001654990486790764,0.5261584454409567,0.0018079118625110235
nasal sprays,"rhinitis, allergic",PHASE3,COMPLETED,0.006888633754305396,0.0006568772507116723,0.0,1.0,0.00028685538274195275
oxymetazoline,"rhinitis, allergic",PHASE4,WITHDRAWN,0.017221584385763492,0.0033310382345527914,9.832795278129891e-05,0.5619047619047619,0.0003571880721242927
formoterol fumarate,"pulmonary disease, chronic obstructive",PHASE2,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
formoterol fumarate,"pulmonary disease, chronic obstructive",PHASE2,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
tiotropium bromide,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
tiotropium bromide,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
tiotropium bromide,lung diseases,PHASE3,COMPLETED,0.0677382319173364,0.012732865060825159,3.315714266318162e-05,0.8626534190531853,0.0007852973224033924
budesonide,asthma,PHASE1; PHASE2,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
budesonide,asthma,PHASE1; PHASE2,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
budesonide,asthma,PHASE1; PHASE2,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
budesonide,asthma,PHASE1; PHASE2,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
budesonide,"colitis, collagenous",PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
mesalamine,"colitis, collagenous",PHASE3,COMPLETED,0.012629161882893227,0.0027077879322027127,2.146943281958534e-06,0.6727272727272727,0.0003020493000279931
"budesonide, formoterol fumarate drug combination",asthma,PHASE3,COMPLETED,0.0574052812858783,0.01071846458663118,0.0,1.0,0.0005172919476448571
budesonide,asthma,PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
fluticasone,asthma,PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
fluticasone,asthma,PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
salmeterol xinafoate,asthma,PHASE3,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
fluticasone,asthma,PHASE3,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
cilostazol,cardiovascular diseases,PHASE4,COMPLETED,0.33524684270952926,0.0703876939364041,0.0034843030749769103,0.42425740243845034,0.003069438177601827
budesonide,"pulmonary disease, chronic obstructive",PHASE4,WITHDRAWN,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
glycopyrrolate,"pulmonary disease, chronic obstructive",PHASE4,WITHDRAWN,0.1584385763490241,0.029483188757977532,0.0012242893799687513,0.46683592510314187,0.0013272957241711172
lenalidomide,multiple myeloma,PHASE3,COMPLETED,0.09299655568312284,0.014370771213849077,0.00017288589467044836,0.674074074074074,0.0011793619697084423
beclomethasone,bronchopulmonary dysplasia,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
beclomethasone,hyaline membrane disease,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
beclomethasone,lung diseases,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
fluticasone,bronchiolitis obliterans,PHASE2,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
azithromycin,bronchiolitis obliterans,PHASE2,COMPLETED,0.25143513203214696,0.046426757422523855,0.0034314660230295845,0.46617234301034727,0.002144121053902944
budesonide,"colitis, collagenous",PHASE3,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
omalizumab,asthma,PHASE4,COMPLETED,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
phenylephrine,pulmonary arterial hypertension,PHASE4,COMPLETED,0.0642939150401837,0.011771909609874414,0.00025564316005243713,0.6025974025974026,0.0006300987751580321
epinephrine,pulmonary arterial hypertension,PHASE4,COMPLETED,0.15614236509758897,0.025123729933887826,0.0031559107164687806,0.37113289760348583,0.001836167199325375
arginine vasopressin,pulmonary arterial hypertension,PHASE4,COMPLETED,0.010332950631458095,0.0018534465412383642,0.0,1.0,0.00023353818858380546
loperamide,breast neoplasms,PHASE2,COMPLETED,0.06659012629161883,0.011686662265869292,1.7809157407738653e-05,0.9473684210526315,0.0005468771965395108
colestipol,breast neoplasms,PHASE2,COMPLETED,0.0642939150401837,0.011266488311436323,0.0,1.0,0.0005337979329865642
budesonide,breast neoplasms,PHASE2,COMPLETED,0.1515499425947187,0.025450684628611164,0.0038180508660377492,0.4492250751792736,0.001543912815776266
saline solution,rhinitis,PHASE1; PHASE2,COMPLETED,0.48220436280137774,0.0887453745232359,0.02216562363424221,0.3053983407205364,0.004814376385187441
saline solution,rhinitis,PHASE1; PHASE2,COMPLETED,0.48220436280137774,0.0887453745232359,0.02216562363424221,0.3053983407205364,0.004814376385187441
saline solution,"rhinitis, allergic",PHASE1; PHASE2,COMPLETED,0.48220436280137774,0.0887453745232359,0.02216562363424221,0.3053983407205364,0.004814376385187441
azithromycin,bronchopulmonary dysplasia,PHASE3,WITHDRAWN,0.25143513203214696,0.046426757422523855,0.0034314660230295845,0.46617234301034727,0.002144121053902944
fluticasone,asthma,PHASE3,WITHDRAWN,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
omalizumab,chronic urticaria,PHASE3,COMPLETED,0.07003444316877153,0.011650580340141964,0.0011180188969377935,0.7136612021857923,0.0007804679107768793
histamine antagonists,chronic urticaria,PHASE3,COMPLETED,0.12743972445464982,0.022266565930607503,0.0013543654953249269,0.6222768222768222,0.0011802107492935815
histamine antagonists,chronic urticaria,PHASE3,COMPLETED,0.12743972445464982,0.022266565930607503,0.0013543654953249269,0.6222768222768222,0.0011802107492935815
leukotriene antagonists,chronic urticaria,PHASE3,COMPLETED,0.003444316877152698,0.0003464520840352338,0.0,1.0,0.00019784840280712024
diphenhydramine,chronic urticaria,PHASE3,COMPLETED,0.17795637198622274,0.03016757170676552,0.002692902862306723,0.560787599497277,0.001780867503449525
salmeterol xinafoate,asthma,PHASE2,COMPLETED,0.06888633754305397,0.012773706823537593,6.066376638096687e-05,0.8361581920903954,0.0008326270326086967
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
formoterol fumarate,asthma,PHASE3,COMPLETED,0.2066590126291619,0.04608711937230071,0.0014254729732796083,0.5714463066418374,0.0016883148261440572
beclomethasone,asthma,PHASE3,COMPLETED,0.07003444316877153,0.012964903872299285,0.00010279714467621418,0.8202185792349727,0.0008492469114789401
pentostatin,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.03329506314580941,0.006465906149797614,4.483878329349553e-05,0.6822660098522167,0.00043529140418323666
rituximab,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.31917336394948337,0.05763199995330104,0.006553331043459318,0.3931381970236085,0.00362260658132327
bendamustine hydrochloride,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.03214695752009185,0.005396258326284461,6.505715742663444e-05,0.6296296296296297,0.00040815934440907467
acetaminophen,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.5591274397244547,0.09759625556678216,0.026425829931789744,0.27283021100041405,0.005452273174930741
diphenhydramine,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.17795637198622274,0.03016757170676552,0.002692902862306723,0.560787599497277,0.001780867503449525
epinephrine,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.15614236509758897,0.025123729933887826,0.0031559107164687806,0.37113289760348583,0.001836167199325375
histamine antagonists,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.12743972445464982,0.022266565930607503,0.0013543654953249269,0.6222768222768222,0.0011802107492935815
adrenal cortex hormones,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.16991963260619977,0.03108275668030334,0.001424071667700091,0.4886927744070601,0.0013845773534751577
bronchodilator agents,"leukemia, hairy cell",PHASE2,ACTIVE_NOT_RECRUITING,0.009184845005740528,0.0014906355049326208,0.0,1.0,0.0002317675888960449
fluticasone,asthma,PHASE2,COMPLETED,0.09873708381171067,0.016229830780605102,0.002156940246889253,0.5277701778385773,0.0013636741149281692
